plot,plot_section,plot_section_label,source_file,month_start,month_end,genet,tag,genotype,species,action,area_start,area_end
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20260216_20260325.csv,February,March,114,NA,NA,Acropora palmata,n/s,314.18,435.09
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20260120_20260216.csv,January,February,114,NA,NA,Orbicella annularis,grow,4.8775,5.21
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20260120_20260216.csv,January,February,114,NA,NA,Acropora palmata,n/s,46.7425,314.18
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20260120_20260216.csv,January,February,114,NA,NA,Acropora palmata,n/s,25.41,314.18
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20260120_20260216.csv,January,February,114,NA,NA,Acropora palmata,n/s,121.7275,314.18
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20260120_20260216.csv,January,February,114,NA,NA,Acropora palmata,n/s,34,314.18
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20260120_20260216.csv,January,February,114,NA,NA,Acropora palmata,n/s,33.26,314.18
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250711_20250804.csv,July,August,114,NA,NA,Acropora palmata,grow,37.69,49.9375
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250711_20250804.csv,July,August,114,NA,NA,Acropora palmata,grow,20.9025,23.91
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250711_20250804.csv,July,August,114,NA,NA,Acropora palmata,grow,92.0725,107.755
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250711_20250804.csv,July,August,114,NA,NA,Acropora palmata,grow,22.475,24.33
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250711_20250804.csv,July,August,114,NA,NA,Acropora palmata,grow,11.77,15.195
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250711_20250804.csv,July,August,114,NA,NA,Acropora palmata,same,13.5375,13.07
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250609_20250711.csv,June,July,114,NA,NA,Acropora palmata,same,23.0875,22.475
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250609_20250711.csv,June,July,114,NA,NA,Acropora palmata,shrink,46.72,37.69
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250609_20250711.csv,June,July,114,NA,NA,Acropora palmata,shrink,22.2975,20.9025
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250609_20250711.csv,June,July,114,NA,NA,Acropora palmata,shrink,113.6175,92.0725
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250609_20250711.csv,June,July,114,NA,NA,Acropora palmata,shrink,15.9425,13.5375
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250609_20250711.csv,June,July,114,NA,NA,Acropora palmata,shrink,14.7875,11.77
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20260325_20260409.csv,March,April,114,NA,NA,Orbicella annularis,same,6.4175,6.3525
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20260325_20260409.csv,March,April,114,NA,NA,Acropora palmata,shrink,435.09,335.0625
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250507_20250609.csv,May,June,114,NA,NA,Acropora palmata,grow,41.1575,46.72
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250507_20250609.csv,May,June,114,NA,NA,Acropora palmata,grow,21.23,22.2975
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250507_20250609.csv,May,June,114,NA,NA,Acropora palmata,grow,93.4175,113.6175
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250507_20250609.csv,May,June,114,NA,NA,Acropora palmata,grow,17.0275,23.0875
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250507_20250609.csv,May,June,114,NA,NA,Acropora palmata,grow,12.9325,15.9425
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250507_20250609.csv,May,June,114,NA,NA,Acropora palmata,grow,12.665,14.7875
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251106_20251204.csv,November,December,114,NA,NA,Acropora palmata,grow,55.6475,58.68
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251106_20251204.csv,November,December,114,NA,NA,Acropora palmata,grow,99.1575,105.5125
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251106_20251204.csv,November,December,114,NA,NA,Acropora palmata,grow,26.3675,27.7325
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251106_20251204.csv,November,December,114,NA,NA,Acropora palmata,same,24.25,23.2
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251106_20251204.csv,November,December,114,NA,NA,Acropora palmata,shrink,26.4775,23.015
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251106_20251204.csv,November,December,114,NA,NA,Acropora palmata,shrink,3.35,2.3375
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251014_20251106.csv,October,November,114,NA,NA,Acropora palmata,grow,23.0825,24.25
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251014_20251106.csv,October,November,114,NA,NA,Acropora palmata,n/s,122.05,99.1575
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251014_20251106.csv,October,November,114,NA,NA,Acropora palmata,n/s,122.05,26.4775
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251014_20251106.csv,October,November,114,NA,NA,Acropora palmata,n/s,20.73,99.1575
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251014_20251106.csv,October,November,114,NA,NA,Acropora palmata,n/s,20.73,26.4775
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251014_20251106.csv,October,November,114,NA,NA,Acropora palmata,shrink,59.6225,55.6475
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251014_20251106.csv,October,November,114,NA,NA,Acropora palmata,shrink,32,26.3675
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20251014_20251106.csv,October,November,114,NA,NA,Acropora palmata,shrink,3.75,3.35
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250908_20251014.csv,September,October,114,NA,NA,Acropora palmata,grow,49.9375,59.6225
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250908_20251014.csv,September,October,114,NA,NA,Acropora palmata,grow,107.755,122.05
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250908_20251014.csv,September,October,114,NA,NA,Acropora palmata,grow,24.33,32
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250908_20251014.csv,September,October,114,NA,NA,Acropora palmata,grow,15.195,20.73
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250908_20251014.csv,September,October,114,NA,NA,Acropora palmata,same,23.91,23.0825
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250908_20251014.csv,September,October,114,NA,NA,Acropora palmata,shrink,13.07,3.75
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250609_20250711.csv,June,July,41,NA,NA,Acropora palmata,dead,11.1475,0
Plot E,0-1,Plot E 0-1,0-1_PlotE_Matches_20250507_20250609.csv,May,June,41,NA,NA,Unidentified coral,shrink,20.735,11.1475
